hour,timestamp,avg_voltage,avg_current,avg_power,energy_kwh,samples,hour_of_day,day_of_week,is_weekend
2009-09-06_17,1252256400,242.82,1.47,0.327,0.327,60,17,6,1
2009-09-06_18,1252260000,241.83,3.15,0.714,0.714,60,18,6,1
2009-09-06_19,1252263600,241.15,3.99,0.939,0.939,60,19,6,1
2009-09-06_20,1252267200,239.43,10.18,2.441,2.441,60,20,6,1
2009-09-06_21,1252270800,239.23,10.83,2.595,2.595,60,21,6,1
2009-09-06_22,1252274400,242.43,4.57,1.087,1.087,60,22,6,1
2009-09-06_23,1252278000,246.38,1.59,0.338,0.338,60,23,6,1
2009-09-07_00,1252281600,244.34,1.14,0.255,0.255,60,0,0,0
2009-09-07_01,1252285200,241.74,1.21,0.265,0.265,60,1,0,0
2009-09-07_02,1252288800,239.61,1.39,0.295,0.295,60,2,0,0
2009-09-07_03,1252292400,240.48,1.07,0.239,0.239,60,3,0,0
2009-09-07_04,1252296000,239.77,1.43,0.301,0.301,60,4,0,0
2009-09-07_05,1252299600,240.01,1.05,0.232,0.232,60,5,0,0
2009-09-07_06,1252303200,240.01,3.39,0.778,0.778,60,6,0,0
2009-09-07_07,1252306800,238.9,8.85,2.115,2.115,60,7,0,0
2009-09-07_08,1252310400,240.03,5.71,1.38,1.38,60,8,0,0
2009-09-07_09,1252314000,241.15,5.53,1.345,1.345,60,9,0,0
2009-09-07_10,1252317600,242.26,5.22,1.274,1.274,60,10,0,0
2009-09-07_11,1252321200,243.24,2.19,0.487,0.487,60,11,0,0
2009-09-07_12,1252324800,244.35,1.09,0.248,0.248,60,12,0,0
2009-09-07_13,1252328400,242.52,1.43,0.3,0.3,60,13,0,0
2009-09-07_14,1252332000,241.97,1.04,0.233,0.233,60,14,0,0
2009-09-07_15,1252335600,242.62,1.29,0.279,0.279,60,15,0,0
2009-09-07_16,1252339200,243.4,1.23,0.265,0.265,60,16,0,0
2009-09-07_17,1252342800,243.64,0.99,0.23,0.23,60,17,0,0
2009-09-07_18,1252346400,242.68,2.29,0.531,0.531,60,18,0,0
2009-09-07_19,1252350000,242.49,8.31,1.866,1.866,60,19,0,0
2009-09-07_20,1252353600,238.65,10.0,2.335,2.335,60,20,0,0
2009-09-07_21,1252357200,238.77,13.19,3.15,3.15,60,21,0,0
2009-09-07_22,1252360800,244.29,4.38,1.028,1.028,60,22,0,0
2009-09-07_23,1252364400,244.17,3.93,0.928,0.928,60,23,0,0
2009-09-08_00,1252368000,242.73,1.72,0.4,0.4,60,0,1,0
2009-09-08_01,1252371600,240.49,1.5,0.31,0.31,60,1,1,0
2009-09-08_02,1252375200,240.38,1.15,0.259,0.259,60,2,1,0
2009-09-08_03,1252378800,241.73,1.38,0.294,0.294,60,3,1,0
2009-09-08_04,1252382400,241.85,1.11,0.247,0.247,60,4,1,0
2009-09-08_05,1252386000,241.17,1.23,0.274,0.274,60,5,1,0
2009-09-08_06,1252389600,240.2,3.12,0.707,0.707,60,6,1,0
2009-09-08_07,1252393200,240.92,6.6,1.598,1.598,60,7,1,0
2009-09-08_08,1252396800,239.48,7.34,1.763,1.763,60,8,1,0
2009-09-08_09,1252400400,241.28,5.45,1.327,1.327,60,9,1,0
2009-09-08_10,1252404000,241.3,5.66,1.372,1.372,60,10,1,0
2009-09-08_11,1252407600,240.06,5.18,1.25,1.25,60,11,1,0
2009-09-08_12,1252411200,241.71,1.2,0.263,0.263,60,12,1,0
2009-09-08_13,1252414800,241.71,1.26,0.265,0.265,60,13,1,0
2009-09-08_14,1252418400,241.72,1.05,0.238,0.238,60,14,1,0
2009-09-08_15,1252422000,242.6,1.53,0.32,0.32,60,15,1,0
2009-09-08_16,1252425600,242.99,1.14,0.262,0.262,60,16,1,0
2009-09-08_17,1252429200,241.01,1.89,0.432,0.432,60,17,1,0
2009-09-08_18,1252432800,241.17,2.17,0.507,0.507,60,18,1,0
2009-09-08_19,1252436400,241.07,2.79,0.605,0.605,60,19,1,0
2009-09-08_20,1252440000,241.69,5.23,1.198,1.198,60,20,1,0
2009-09-08_21,1252443600,240.45,10.77,2.59,2.59,60,21,1,0
2009-09-08_22,1252447200,241.97,5.52,1.302,1.302,60,22,1,0
2009-09-08_23,1252450800,242.75,1.38,0.322,0.322,60,23,1,0
2009-09-09_00,1252454400,242.71,1.63,0.368,0.368,60,0,2,0
2009-09-09_01,1252458000,242.53,1.59,0.359,0.359,60,1,2,0
2009-09-09_02,1252461600,242.04,1.11,0.256,0.256,60,2,2,0
2009-09-09_03,1252465200,242.46,1.46,0.306,0.306,60,3,2,0
2009-09-09_04,1252468800,242.81,1.11,0.254,0.254,60,4,2,0
2009-09-09_05,1252472400,243.06,1.53,0.32,0.32,60,5,2,0
2009-09-09_06,1252476000,241.16,2.21,0.522,0.522,60,6,2,0
2009-09-09_07,1252479600,238.18,8.07,1.918,1.918,60,7,2,0
2009-09-09_08,1252483200,239.78,5.92,1.424,1.424,60,8,2,0
2009-09-09_09,1252486800,240.43,5.47,1.327,1.327,60,9,2,0
2009-09-09_10,1252490400,240.93,6.21,1.489,1.489,60,10,2,0
2009-09-09_11,1252494000,239.49,6.62,1.591,1.591,60,11,2,0
2009-09-09_12,1252497600,240.52,4.0,0.927,0.927,60,12,2,0
2009-09-09_13,1252501200,240.39,8.61,2.018,2.018,60,13,2,0
2009-09-09_14,1252504800,241.02,7.15,1.657,1.657,60,14,2,0
2009-09-09_15,1252508400,241.68,1.99,0.418,0.418,60,15,2,0
2009-09-09_16,1252512000,242.49,2.04,0.478,0.478,60,16,2,0
2009-09-09_17,1252515600,242.74,2.58,0.61,0.61,60,17,2,0
2009-09-09_18,1252519200,243.22,1.86,0.402,0.402,60,18,2,0
2009-09-09_19,1252522800,239.97,6.57,1.57,1.57,60,19,2,0
2009-09-09_20,1252526400,238.36,8.97,2.12,2.12,60,20,2,0
2009-09-09_21,1252530000,239.02,11.05,2.636,2.636,60,21,2,0
2009-09-09_22,1252533600,242.03,8.62,2.074,2.074,60,22,2,0
2009-09-09_23,1252537200,244.43,1.42,0.311,0.311,60,23,2,0
2009-09-10_00,1252540800,242.88,1.29,0.292,0.292,60,0,3,0
2009-09-10_01,1252544400,240.97,1.46,0.304,0.304,60,1,3,0
2009-09-10_02,1252548000,240.64,0.95,0.214,0.214,60,2,3,0
2009-09-10_03,1252551600,241.88,1.53,0.32,0.32,60,3,3,0
2009-09-10_04,1252555200,241.34,1.16,0.261,0.261,60,4,3,0
2009-09-10_05,1252558800,241.46,1.36,0.291,0.291,60,5,3,0
2009-09-10_06,1252562400,240.32,1.89,0.412,0.412,60,6,3,0
2009-09-10_07,1252566000,239.29,8.89,2.127,2.127,60,7,3,0
2009-09-10_08,1252569600,238.41,7.06,1.685,1.685,60,8,3,0
2009-09-10_09,1252573200,238.66,5.52,1.325,1.325,60,9,3,0
2009-09-10_10,1252576800,238.52,3.05,0.703,0.703,60,10,3,0
2009-09-10_11,1252580400,241.06,1.12,0.257,0.257,60,11,3,0
2009-09-10_12,1252584000,242.94,1.38,0.293,0.293,60,12,3,0
2009-09-10_13,1252587600,242.84,1.16,0.261,0.261,60,13,3,0
2009-09-10_14,1252591200,241.74,1.15,0.251,0.251,60,14,3,0
2009-09-10_15,1252594800,241.81,1.36,0.301,0.301,60,15,3,0
2009-09-10_16,1252598400,242.78,1.09,0.247,0.247,60,16,3,0
2009-09-10_17,1252602000,243.07,1.55,0.323,0.323,60,17,3,0
2009-09-10_18,1252605600,241.78,1.77,0.419,0.419,60,18,3,0
2009-09-10_19,1252609200,240.34,8.32,1.965,1.965,60,19,3,0
2009-09-10_20,1252612800,238.7,6.79,1.614,1.614,60,20,3,0
2009-09-10_21,1252616400,238.13,11.1,2.644,2.644,60,21,3,0
2009-09-10_22,1252620000,243.8,6.18,1.498,1.498,60,22,3,0
2009-09-10_23,1252623600,246.15,2.29,0.533,0.533,60,23,3,0
2009-09-11_00,1252627200,241.9,2.96,0.676,0.676,60,0,4,0
2009-09-11_01,1252630800,240.4,2.56,0.602,0.602,60,1,4,0
2009-09-11_02,1252634400,240.78,1.35,0.279,0.279,60,2,4,0
2009-09-11_03,1252638000,242.73,1.15,0.262,0.262,60,3,4,0
2009-09-11_04,1252641600,242.61,1.42,0.308,0.308,60,4,4,0
2009-09-11_05,1252645200,242.28,1.21,0.272,0.272,60,5,4,0
2009-09-11_06,1252648800,239.33,3.42,0.798,0.798,60,6,4,0
2009-09-11_07,1252652400,239.75,7.09,1.697,1.697,60,7,4,0
2009-09-11_08,1252656000,239.39,6.01,1.451,1.451,60,8,4,0
2009-09-11_09,1252659600,240.15,6.83,1.648,1.648,60,9,4,0
2009-09-11_10,1252663200,241.06,5.42,1.314,1.314,60,10,4,0
2009-09-11_11,1252666800,240.18,5.41,1.312,1.312,60,11,4,0
2009-09-11_12,1252670400,241.14,5.52,1.339,1.339,60,12,4,0
2009-09-11_13,1252674000,241.87,5.01,1.207,1.207,60,13,4,0
2009-09-11_14,1252677600,241.66,1.27,0.283,0.283,60,14,4,0
2009-09-11_15,1252681200,243.18,1.09,0.252,0.252,60,15,4,0
2009-09-11_16,1252684800,242.9,1.48,0.311,0.311,60,16,4,0
2009-09-11_17,1252688400,241.3,1.12,0.258,0.258,60,17,4,0
2009-09-11_18,1252692000,240.29,2.46,0.568,0.568,60,18,4,0
2009-09-11_19,1252695600,241.1,3.53,0.834,0.834,60,19,4,0
2009-09-11_20,1252699200,238.64,9.7,2.312,2.312,60,20,4,0
2009-09-11_21,1252702800,239.64,5.41,1.303,1.303,60,21,4,0
2009-09-11_22,1252706400,241.33,2.75,0.649,0.649,60,22,4,0
2009-09-11_23,1252710000,244.01,1.42,0.3,0.3,60,23,4,0
2009-09-12_00,1252713600,243.84,1.11,0.258,0.258,60,0,5,1
2009-09-12_01,1252717200,243.03,1.52,0.317,0.317,60,1,5,1
2009-09-12_02,1252720800,241.92,3.75,0.902,0.902,60,2,5,1
2009-09-12_03,1252724400,242.82,1.39,0.297,0.297,60,3,5,1
2009-09-12_04,1252728000,243.06,1.18,0.261,0.261,60,4,5,1
2009-09-12_05,1252731600,242.14,1.32,0.282,0.282,60,5,5,1
2009-09-12_06,1252735200,240.61,2.38,0.543,0.543,60,6,5,1
2009-09-12_07,1252738800,238.02,7.91,1.878,1.878,60,7,5,1
2009-09-12_08,1252742400,238.76,8.03,1.901,1.901,60,8,5,1
2009-09-12_09,1252746000,241.14,5.47,1.328,1.328,60,9,5,1
2009-09-12_10,1252749600,241.28,4.68,1.043,1.043,60,10,5,1
2009-09-12_11,1252753200,238.3,4.31,1.006,1.006,60,11,5,1
2009-09-12_12,1252756800,240.55,6.27,1.436,1.436,60,12,5,1
2009-09-12_13,1252760400,240.43,4.04,0.87,0.87,60,13,5,1
2009-09-12_14,1252764000,239.89,6.02,1.44,1.44,60,14,5,1
2009-09-12_15,1252767600,242.57,3.75,0.82,0.82,60,15,5,1
2009-09-12_16,1252771200,243.23,4.35,1.004,1.004,60,16,5,1
2009-09-12_17,1252774800,241.48,5.67,1.273,1.273,60,17,5,1
2009-09-12_18,1252778400,240.96,7.6,1.821,1.821,60,18,5,1
2009-09-12_19,1252782000,239.39,13.02,3.062,3.062,60,19,5,1
2009-09-12_20,1252785600,238.69,9.81,2.327,2.327,60,20,5,1
2009-09-12_21,1252789200,237.12,18.15,4.3,4.3,60,21,5,1
2009-09-12_22,1252792800,237.42,18.83,4.45,4.45,60,22,5,1
2009-09-12_23,1252796400,240.3,6.84,1.587,1.587,60,23,5,1
2009-09-13_00,1252800000,241.19,1.96,0.384,0.384,60,0,6,1
2009-09-13_01,1252803600,241.08,1.17,0.264,0.264,60,1,6,1
2009-09-13_02,1252807200,241.81,1.32,0.286,0.286,60,2,6,1
2009-09-13_03,1252810800,243.74,1.39,0.29,0.29,60,3,6,1
2009-09-13_04,1252814400,244.23,1.2,0.26,0.26,60,4,6,1
2009-09-13_05,1252818000,241.53,1.46,0.302,0.302,60,5,6,1
2009-09-13_06,1252821600,241.63,1.09,0.252,0.252,60,6,6,1
2009-09-13_07,1252825200,241.28,4.4,1.022,1.022,60,7,6,1
2009-09-13_08,1252828800,240.69,1.43,0.319,0.319,60,8,6,1
2009-09-13_09,1252832400,241.52,1.73,0.369,0.369,60,9,6,1
2009-09-13_10,1252836000,240.77,4.06,0.922,0.922,60,10,6,1
2009-09-13_11,1252839600,238.76,6.17,1.459,1.459,60,11,6,1
2009-09-13_12,1252843200,239.13,7.68,1.79,1.79,60,12,6,1
2009-09-13_13,1252846800,238.93,6.44,1.458,1.458,60,13,6,1
2009-09-13_14,1252850400,238.34,5.14,1.181,1.181,60,14,6,1
2009-09-13_15,1252854000,238.43,4.48,1.037,1.037,60,15,6,1
2009-09-13_16,1252857600,241.02,2.48,0.58,0.58,60,16,6,1
2009-09-13_17,1252861200,238.75,7.62,1.82,1.82,60,17,6,1
2009-09-13_18,1252864800,239.3,5.73,1.384,1.384,60,18,6,1
2009-09-13_19,1252868400,237.1,5.03,1.131,1.131,60,19,6,1
2009-09-13_20,1252872000,236.9,9.45,2.236,2.236,60,20,6,1
2009-09-13_21,1252875600,237.4,11.71,2.787,2.787,60,21,6,1
2009-09-13_22,1252879200,238.94,11.69,2.784,2.784,60,22,6,1
2009-09-13_23,1252882800,243.51,7.69,1.877,1.877,60,23,6,1
2009-09-14_00,1252886400,243.88,2.83,0.654,0.654,60,0,0,0
2009-09-14_01,1252890000,243.2,1.64,0.352,0.352,60,1,0,0
2009-09-14_02,1252893600,242.92,1.67,0.358,0.358,60,2,0,0
2009-09-14_03,1252897200,243.75,1.41,0.313,0.313,60,3,0,0
2009-09-14_04,1252900800,243.13,1.57,0.329,0.329,60,4,0,0
2009-09-14_05,1252904400,241.66,1.38,0.305,0.305,60,5,0,0
2009-09-14_06,1252908000,239.16,5.02,1.162,1.162,60,6,0,0
2009-09-14_07,1252911600,238.57,10.35,2.462,2.462,60,7,0,0
2009-09-14_08,1252915200,240.67,6.13,1.473,1.473,60,8,0,0
2009-09-14_09,1252918800,239.43,6.57,1.569,1.569,60,9,0,0
2009-09-14_10,1252922400,239.53,7.11,1.711,1.711,60,10,0,0
2009-09-14_11,1252926000,239.19,12.86,3.047,3.047,60,11,0,0
2009-09-14_12,1252929600,242.51,3.53,0.847,0.847,60,12,0,0
2009-09-14_13,1252933200,242.65,2.96,0.697,0.697,60,13,0,0
2009-09-14_14,1252936800,240.41,3.0,0.696,0.696,60,14,0,0
2009-09-14_15,1252940400,241.01,2.6,0.618,0.618,60,15,0,0
2009-09-14_16,1252944000,242.9,2.44,0.557,0.557,60,16,0,0
2009-09-14_17,1252947600,243.13,1.56,0.339,0.339,60,17,0,0
2009-09-14_18,1252951200,240.99,4.69,1.045,1.045,60,18,0,0
2009-09-14_19,1252954800,239.48,6.84,1.627,1.627,60,19,0,0
2009-09-14_20,1252958400,240.31,7.27,1.755,1.755,60,20,0,0
2009-09-14_21,1252962000,238.89,9.83,2.328,2.328,60,21,0,0
2009-09-14_22,1252965600,243.6,3.99,0.954,0.954,60,22,0,0
2009-09-14_23,1252969200,244.49,4.51,1.05,1.05,60,23,0,0
2009-09-15_00,1252972800,243.59,3.46,0.828,0.828,60,0,1,0
2009-09-15_01,1252976400,242.82,1.56,0.338,0.338,60,1,1,0
2009-09-15_02,1252980000,242.17,1.36,0.304,0.304,60,2,1,0
2009-09-15_03,1252983600,243.59,1.47,0.327,0.327,60,3,1,0
2009-09-15_04,1252987200,243.5,1.54,0.332,0.332,60,4,1,0
2009-09-15_05,1252990800,242.76,1.09,0.243,0.243,60,5,1,0
2009-09-15_06,1252994400,240.31,3.0,0.664,0.664,60,6,1,0
2009-09-15_07,1252998000,240.38,5.69,1.373,1.373,60,7,1,0
2009-09-15_08,1253001600,238.59,7.45,1.789,1.789,60,8,1,0
2009-09-15_09,1253005200,239.07,5.68,1.358,1.358,60,9,1,0
2009-09-15_10,1253008800,239.1,5.69,1.366,1.366,60,10,1,0
2009-09-15_11,1253012400,239.31,4.65,1.115,1.115,60,11,1,0
2009-09-15_12,1253016000,241.71,1.35,0.303,0.303,60,12,1,0
2009-09-15_13,1253019600,241.05,1.64,0.35,0.35,60,13,1,0
2009-09-15_14,1253023200,240.87,1.11,0.247,0.247,60,14,1,0
2009-09-15_15,1253026800,234.89,1.69,0.358,0.358,60,15,1,0
2009-09-15_16,1253030400,238.83,1.51,0.335,0.335,60,16,1,0
2009-09-15_17,1253034000,242.83,1.67,0.393,0.393,60,17,1,0
2009-09-15_18,1253037600,241.4,1.48,0.312,0.312,60,18,1,0
2009-09-15_19,1253041200,240.29,9.47,2.241,2.241,60,19,1,0
2009-09-15_20,1253044800,238.78,14.73,3.517,3.517,60,20,1,0
2009-09-15_21,1253048400,241.09,12.24,2.952,2.952,60,21,1,0
2009-09-15_22,1253052000,243.13,7.11,1.726,1.726,60,22,1,0
2009-09-15_23,1253055600,243.75,6.2,1.511,1.511,60,23,1,0
2009-09-16_00,1253059200,242.75,1.62,0.353,0.353,60,0,2,0
2009-09-16_01,1253062800,241.47,1.82,0.384,0.384,60,1,2,0
2009-09-16_02,1253066400,240.8,1.28,0.291,0.291,60,2,2,0
2009-09-16_03,1253070000,243.05,1.38,0.298,0.298,60,3,2,0
2009-09-16_04,1253073600,243.4,1.34,0.306,0.306,60,4,2,0
2009-09-16_05,1253077200,241.26,4.39,1.037,1.037,60,5,2,0
2009-09-16_06,1253080800,241.03,3.61,0.828,0.828,60,6,2,0
2009-09-16_07,1253084400,239.18,11.41,2.729,2.729,60,7,2,0
2009-09-16_08,1253088000,238.88,6.9,1.656,1.656,60,8,2,0
2009-09-16_09,1253091600,239.52,5.61,1.349,1.349,60,9,2,0
2009-09-16_10,1253095200,238.33,5.97,1.419,1.419,60,10,2,0
2009-09-16_11,1253098800,237.5,7.43,1.768,1.768,60,11,2,0
2009-09-16_12,1253102400,238.73,13.1,3.105,3.105,60,12,2,0
2009-09-16_13,1253106000,241.49,6.06,1.387,1.387,60,13,2,0
2009-09-16_14,1253109600,240.03,2.1,0.486,0.486,60,14,2,0
2009-09-16_15,1253113200,242.45,1.95,0.453,0.453,60,15,2,0
2009-09-16_16,1253116800,242.8,1.68,0.358,0.358,60,16,2,0
2009-09-16_17,1253120400,241.31,1.12,0.254,0.254,60,17,2,0
2009-09-16_18,1253124000,239.46,1.85,0.382,0.382,60,18,2,0
2009-09-16_19,1253127600,236.95,4.21,0.96,0.96,60,19,2,0
2009-09-16_20,1253131200,235.28,12.8,3.013,3.013,60,20,2,0
2009-09-16_21,1253134800,236.64,12.53,2.969,2.969,60,21,2,0
2009-09-16_22,1253138400,240.52,7.32,1.775,1.775,60,22,2,0
2009-09-16_23,1253142000,242.71,6.13,1.492,1.492,60,23,2,0
2009-09-17_00,1253145600,245.33,1.47,0.332,0.332,60,0,3,0
2009-09-17_01,1253149200,243.46,1.62,0.352,0.352,60,1,3,0
2009-09-17_02,1253152800,242.26,1.3,0.272,0.272,60,2,3,0
2009-09-17_03,1253156400,243.17,1.43,0.322,0.322,60,3,3,0
2009-09-17_04,1253160000,243.05,1.6,0.349,0.349,60,4,3,0
2009-09-17_05,1253163600,242.68,1.37,0.307,0.307,60,5,3,0
2009-09-17_06,1253167200,240.26,2.19,0.479,0.479,60,6,3,0
2009-09-17_07,1253170800,239.94,8.0,1.908,1.908,60,7,3,0
2009-09-17_08,1253174400,238.46,7.5,1.791,1.791,60,8,3,0
2009-09-17_09,1253178000,239.3,5.58,1.35,1.35,60,9,3,0
2009-09-17_10,1253181600,239.9,6.05,1.461,1.461,60,10,3,0
2009-09-17_11,1253185200,239.38,5.76,1.383,1.383,60,11,3,0
2009-09-17_12,1253188800,239.58,5.82,1.393,1.393,60,12,3,0
2009-09-17_13,1253192400,240.54,5.81,1.403,1.403,60,13,3,0
2009-09-17_14,1253196000,241.2,1.98,0.458,0.458,60,14,3,0
2009-09-17_15,1253199600,242.33,1.51,0.332,0.332,60,15,3,0
2009-09-17_16,1253203200,243.84,1.25,0.269,0.269,60,16,3,0
2009-09-17_17,1253206800,242.38,1.29,0.292,0.292,60,17,3,0
2009-09-17_18,1253210400,238.62,2.47,0.546,0.546,60,18,3,0
2009-09-17_19,1253214000,238.17,4.38,1.017,1.017,60,19,3,0
2009-09-17_20,1253217600,240.69,5.34,1.28,1.28,60,20,3,0
2009-09-17_21,1253221200,240.2,6.69,1.62,1.62,60,21,3,0
2009-09-17_22,1253224800,243.21,4.24,1.024,1.024,60,22,3,0
2009-09-17_23,1253228400,244.7,2.0,0.45,0.45,60,23,3,0
2009-09-18_00,1253232000,243.49,1.42,0.31,0.31,60,0,4,0
2009-09-18_01,1253235600,242.21,1.41,0.309,0.309,60,1,4,0
2009-09-18_02,1253239200,241.5,1.19,0.275,0.275,60,2,4,0
2009-09-18_03,1253242800,241.84,1.43,0.322,0.322,60,3,4,0
2009-09-18_04,1253246400,241.05,1.38,0.308,0.308,60,4,4,0
2009-09-18_05,1253250000,241.05,1.15,0.253,0.253,60,5,4,0
2009-09-18_06,1253253600,240.37,1.79,0.396,0.396,60,6,4,0
2009-09-18_07,1253257200,238.04,6.9,1.642,1.642,60,7,4,0
2009-09-18_08,1253260800,237.79,9.5,2.254,2.254,60,8,4,0
2009-09-18_09,1253264400,237.22,7.92,1.888,1.888,60,9,4,0
2009-09-18_10,1253268000,239.66,5.8,1.402,1.402,60,10,4,0
2009-09-18_11,1253271600,238.81,6.44,1.541,1.541,60,11,4,0
2009-09-18_12,1253275200,240.43,5.54,1.341,1.341,60,12,4,0
2009-09-18_13,1253278800,241.56,1.37,0.301,0.301,60,13,4,0
2009-09-18_14,1253282400,240.24,0.87,0.204,0.204,60,14,4,0
2009-09-18_15,1253286000,242.78,1.41,0.297,0.297,60,15,4,0
2009-09-18_16,1253289600,243.04,1.04,0.24,0.24,60,16,4,0
2009-09-18_17,1253293200,243.45,1.37,0.303,0.303,60,17,4,0
2009-09-18_18,1253296800,242.86,1.26,0.275,0.275,60,18,4,0
2009-09-18_19,1253300400,241.43,5.99,1.412,1.412,60,19,4,0
2009-09-18_20,1253304000,238.41,13.85,3.305,3.305,60,20,4,0
2009-09-18_21,1253307600,241.27,7.25,1.724,1.724,60,21,4,0
2009-09-18_22,1253311200,243.1,7.33,1.784,1.784,60,22,4,0
2009-09-18_23,1253314800,244.76,3.32,0.813,0.813,60,23,4,0
2009-09-19_00,1253318400,240.67,1.66,0.366,0.366,60,0,5,1
2009-09-19_01,1253322000,241.13,1.25,0.287,0.287,60,1,5,1
2009-09-19_02,1253325600,241.22,1.27,0.29,0.29,60,2,5,1
2009-09-19_03,1253329200,242.16,1.5,0.326,0.326,60,3,5,1
2009-09-19_04,1253332800,241.77,3.73,0.908,0.908,60,4,5,1
2009-09-19_05,1253336400,242.34,1.25,0.27,0.27,60,5,5,1
2009-09-19_06,1253340000,241.11,1.23,0.282,0.282,60,6,5,1
2009-09-19_07,1253343600,240.17,1.95,0.431,0.431,60,7,5,1
2009-09-19_08,1253347200,240.28,3.1,0.723,0.723,60,8,5,1
2009-09-19_09,1253350800,238.91,6.64,1.6,1.6,60,9,5,1
2009-09-19_10,1253354400,237.6,8.82,2.089,2.089,60,10,5,1
2009-09-19_11,1253358000,237.49,8.1,1.915,1.915,60,11,5,1
2009-09-19_12,1253361600,236.58,7.69,1.803,1.803,60,12,5,1
2009-09-19_13,1253365200,237.99,14.19,3.328,3.328,60,13,5,1
2009-09-19_14,1253368800,239.73,7.2,1.722,1.722,60,14,5,1
2009-09-19_15,1253372400,239.85,8.61,2.044,2.044,60,15,5,1
2009-09-19_16,1253376000,241.82,6.16,1.492,1.492,60,16,5,1
2009-09-19_17,1253379600,240.21,11.12,2.657,2.657,60,17,5,1
2009-09-19_18,1253383200,240.77,7.32,1.738,1.738,60,18,5,1
2009-09-19_19,1253386800,241.53,6.07,1.382,1.382,60,19,5,1
2009-09-19_20,1253390400,238.99,9.95,2.38,2.38,60,20,5,1
2009-09-19_21,1253394000,240.23,12.07,2.862,2.862,60,21,5,1
2009-09-19_22,1253397600,242.07,8.34,2.013,2.013,60,22,5,1
2009-09-19_23,1253401200,243.88,11.0,2.687,2.687,60,23,5,1
2009-09-20_00,1253404800,241.2,9.16,2.21,2.21,60,0,6,1
2009-09-20_01,1253408400,240.94,10.0,2.39,2.39,60,1,6,1
2009-09-20_02,1253412000,242.72,4.01,0.898,0.898,60,2,6,1
2009-09-20_03,1253415600,243.83,1.61,0.341,0.341,60,3,6,1
2009-09-20_04,1253419200,243.6,2.41,0.532,0.532,60,4,6,1
2009-09-20_05,1253422800,243.56,1.66,0.333,0.333,60,5,6,1
2009-09-20_06,1253426400,242.57,1.39,0.283,0.283,60,6,6,1
2009-09-20_07,1253430000,242.66,1.7,0.341,0.341,60,7,6,1
2009-09-20_08,1253433600,241.49,2.13,0.46,0.46,60,8,6,1
2009-09-20_09,1253437200,240.29,5.09,1.183,1.183,60,9,6,1
2009-09-20_10,1253440800,240.16,1.7,0.361,0.361,60,10,6,1
2009-09-20_11,1253444400,240.81,5.09,1.207,1.207,60,11,6,1
2009-09-20_12,1253448000,240.55,8.91,2.133,2.133,60,12,6,1
2009-09-20_13,1253451600,240.67,10.57,2.497,2.497,60,13,6,1
2009-09-20_14,1253455200,240.25,7.83,1.817,1.817,60,14,6,1
2009-09-20_15,1253458800,241.09,6.67,1.537,1.537,60,15,6,1
2009-09-20_16,1253462400,241.16,8.28,1.939,1.939,60,16,6,1
2009-09-20_17,1253466000,240.43,7.5,1.784,1.784,60,17,6,1
2009-09-20_18,1253469600,240.21,6.13,1.474,1.474,60,18,6,1
2009-09-20_19,1253473200,238.37,9.7,2.298,2.298,60,19,6,1
2009-09-20_20,1253476800,237.33,11.18,2.653,2.653,60,20,6,1
2009-09-20_21,1253480400,240.52,10.34,2.483,2.483,60,21,6,1
2009-09-20_22,1253484000,243.79,6.23,1.511,1.511,60,22,6,1
2009-09-20_23,1253487600,242.9,5.3,1.256,1.256,60,23,6,1
2009-09-21_00,1253491200,243.21,1.97,0.451,0.451,60,0,0,0
2009-09-21_01,1253494800,243.19,3.56,0.836,0.836,60,1,0,0
2009-09-21_02,1253498400,242.48,1.41,0.315,0.315,60,2,0,0
2009-09-21_03,1253502000,242.82,1.67,0.362,0.362,60,3,0,0
2009-09-21_04,1253505600,243.13,1.52,0.337,0.337,60,4,0,0
2009-09-21_05,1253509200,242.4,1.41,0.313,0.313,60,5,0,0
2009-09-21_06,1253512800,239.57,4.46,1.029,1.029,60,6,0,0
2009-09-21_07,1253516400,239.1,10.09,2.411,2.411,60,7,0,0
2009-09-21_08,1253520000,240.08,6.12,1.466,1.466,60,8,0,0
2009-09-21_09,1253523600,239.18,5.72,1.369,1.369,60,9,0,0
2009-09-21_10,1253527200,238.73,5.78,1.389,1.389,60,10,0,0
2009-09-21_11,1253530800,239.27,5.83,1.395,1.395,60,11,0,0
2009-09-21_12,1253534400,238.12,7.26,1.715,1.715,60,12,0,0
2009-09-21_13,1253538000,238.08,2.91,0.661,0.661,60,13,0,0
2009-09-21_14,1253541600,240.13,1.43,0.321,0.321,60,14,0,0
2009-09-21_15,1253545200,241.13,1.78,0.374,0.374,60,15,0,0
2009-09-21_16,1253548800,242.03,1.52,0.332,0.332,60,16,0,0
2009-09-21_17,1253552400,243.3,1.55,0.339,0.339,60,17,0,0
2009-09-21_18,1253556000,243.8,1.84,0.384,0.384,60,18,0,0
2009-09-21_19,1253559600,241.71,6.41,1.52,1.52,60,19,0,0
2009-09-21_20,1253563200,239.78,12.03,2.879,2.879,60,20,0,0
2009-09-21_21,1253566800,239.74,9.12,2.184,2.184,60,21,0,0
2009-09-21_22,1253570400,244.21,3.83,0.901,0.901,60,22,0,0
2009-09-21_23,1253574000,244.87,1.62,0.349,0.349,60,23,0,0
